"","Latitude","Longitude","BSR","5kmForestCover","PropAge","MeanTemperature","TemperatureSeasonality","AnnualPrecipitation","PrecipitationSeasonality","Elevation","Slope"
"sm121",-22.927992,-43.448981,"Serra do Mar coastal forests",67.9562671660483,0.085,22.0208339691162,210.868942260742,1391,50.254581451416,307,8.56
"sm122",-22.934491,-43.458576,"Serra do Mar coastal forests",77.0806224482847,0.085,20.2541675567627,219.942749023438,1476,54.4958648681641,534,8.42
"sm123",-22.943564,-43.456198,"Serra do Mar coastal forests",81.8377975427975,0.085,19.970832824707,221.02507019043,1487,55.1121826171875,534,7.92
"sm124",-22.943546,-43.462111,"Serra do Mar coastal forests",80.7230374746269,0.085,19.3833332061768,220.972351074219,1533,55.3338890075684,534,7.92
"sm125",-22.947188,-43.452989,"Serra do Mar coastal forests",80.9034730188248,0.085,19.970832824707,221.02507019043,1487,55.1121826171875,534,9.46
"sm126",-25.74138889,-48.59888889,"Serra do Mar coastal forests",56.9459638145952,0.045,20.5833339691162,302.529724121094,1923,41.5265045166016,124,1.79
"sm127",-25.65805556,-48.5975,"Serra do Mar coastal forests",54.8411924517064,0.045,20.4833335876465,305.356231689453,1923,42.1109085083008,127,2.27
"sm128",-25.61444444,-48.63944444,"Southern Atlantic mangroves",70.8960053781947,0.045,20.25,304.182952880859,1939,42.3147583007812,132,1.72
"sm13",-22.48669722,-52.468225,"Alto Parana Atlantic forest",29.3806122809873,0.067,22.029167175293,255.044189453125,1179,42.7515983581543,341,0.4
"sm130",-29.37511111,-50.18863889,"Araucaria moist forests",89.4310447748666,0.034,17.7083339691162,317.388732910156,1641,12.2344636917114,462,5.63
"sm132",-28.61677222,-49.61096944,"Serra do Mar coastal forests",95.9832010345674,0.063,17.9916667938232,313.338562011719,1452,23.1046581268311,496,5.89
"sm133",-28.61151111,-49.59546667,"Serra do Mar coastal forests",84.11774911813,0.063,18.5208339691162,320.436187744141,1410,23.9078807830811,299,4.7
"sm134",-28.60629167,-49.59328889,"Serra do Mar coastal forests",82.7343495031438,0.063,18.4125003814697,316.853302001953,1420,24.0078735351562,266,4.7
"sm135",-28.60467778,-49.59366111,"Serra do Mar coastal forests",83.079308308606,0.063,18.4125003814697,316.853302001953,1420,24.0078735351562,266,4.7
"sm138",-20.30053056,-40.33475,"Bahia coastal forests",9.51428955141546,0.161,22.7416667938232,201.006942749023,1281,46.6009292602539,142,1.88
"sm139",-27.13520278,-51.78351944,"Araucaria moist forests",49.1030076310816,0.107,16.6875,328.516815185547,1769,18.3185348510742,745,1.06
"sm14",-22.239125,-52.30771944,"Alto Parana Atlantic forest",11.2709264670161,0.031,22.6333332061768,252.670593261719,1150,46.3281211853027,304,0.16
"sm140",-26.43261944,-51.327175,"Araucaria moist forests",61.0677859266943,0.054,16.1291656494141,333.912445068359,1664,14.0647716522217,1037,3.39
"sm141",-21.48416667,-41.87272222,"Bahia interior forests",36.3675678292959,0.114,20.6708335876465,234.931900024414,1257,65.7343368530273,597,0.76
"sm142",-23.94875,-47.68488611,"Serra do Mar coastal forests",77.7720084620667,0.034,17,259.527526855469,1627,48.6943130493164,914,0.12
"sm144",-23.93508333,-47.68886111,"Serra do Mar coastal forests",65.890762406322,0.153,17.0208339691162,259.452728271484,1611,49.1264953613281,914,0.09
"sm146",-21.8683,-41.86453889,"Serra do Mar coastal forests",79.5392057933674,0.041,15.6875,225.994018554688,1411,60.2930946350098,1119,3.17
"sm147",-25.47376667,-48.89146667,"Serra do Mar coastal forests",81.6495314595493,0.046,19.6708335876465,289.532989501953,1892,41.1491775512695,289,11.38
"sm148",-27.43658056,-53.02606944,"Alto Parana Atlantic forest",92.9901009513775,0.067,18.8374996185303,375.760589599609,1894,10.7545433044434,471,1.29
"sm149",-25.06696389,-53.65272778,"Araucaria moist forests",44.9824772809698,0.004,18.1208324432373,302.846038818359,1825,21.9243869781494,616,0.16
"sm15",-22.36614722,-52.33896111,"Alto Parana Atlantic forest",36.7332077163686,0.021,21.966667175293,250.09391784668,1179,45.7949867248535,368,0.53
"sm152",-20.91608611,-44.84009722,"Bahia interior forests",18.7084606299231,0.189,19.029167175293,213.450637817383,1701,83.0980682373047,980,0.71
"sm155",-29.16666667,-50.08333333,"Araucaria moist forests",54.7739219296413,0.039,15.0208330154419,298.583465576172,1874,11.3424854278564,931,2.51
"sm156",-21.29093889,-44.98702778,"Cerrado",8.07360847226726,0.028,19.5833339691162,228.625671386719,1555,78.6256484985352,1098,1.87
"sm157",-21.29566111,-44.99483889,"Cerrado",9.41281807630059,0.03,19.529167175293,225.524215698242,1552,78.8870391845703,1142,1.89
"sm158",-21.29678611,-44.98645833,"Cerrado",10.1092447151855,0.346,19.4958324432373,226.720275878906,1560,78.701042175293,1129,1.87
"sm159",-21.30255,-44.99664444,"Cerrado",11.1853369971411,0.042,19.4833335876465,224.219161987305,1555,78.8970794677734,1195,1.65
"sm160",-21.30369722,-44.98698056,"Cerrado",12.1386711437577,0.257,19.4750003814697,224.423492431641,1564,78.5464859008789,1177,1.75
"sm166",-22.35975278,-47.47680833,"Alto Parana Atlantic forest",15.9502365270163,0.076,20.2374992370605,245.746765136719,1294,73.8036956787109,612,0.09
"sm17",-22.15003056,-52.26354444,"Alto Parana Atlantic forest",8.17136030480597,0.014,22.6499996185303,251.052337646484,1152,46.6958694458008,321,0.08
"sm170",-21.58224722,-44.56086111,"Campos Rupestres montane savanna",38.4291439239056,0.061,18.125,213.610733032227,1650,78.0800704956055,1337,5.99
"sm171",-21.59679167,-44.56158889,"Campos Rupestres montane savanna",43.8120300048178,0.168,17.5625,210.379791259766,1699,76.96533203125,1348,7.02
"sm172",-21.59322222,-44.58386389,"Campos Rupestres montane savanna",40.8682009624074,0.019,17.033332824707,208.548385620117,1728,77.5943603515625,1472,5.02
"sm178",-28.04194444,-52.22444444,"Uruguayan savanna",18.8636044023953,0.007,17.2541675567627,351.667846679688,1781,14.5415363311768,710,0.91
"sm18",-22.41710278,-52.51133611,"Alto Parana Atlantic forest",21.0970302772978,0.009,22.1041660308838,253.918914794922,1177,43.7822265625,322,0.08
"sm181",-29.42124167,-50.3922,"Araucaria moist forests",31.7765625632928,0.057,15.0458335876465,315.071838378906,2078,9.81994724273682,901,1.48
"sm183",-29.423395,-50.391628,"Araucaria moist forests",32.0869219202008,0.005,14.9541664123535,313.488128662109,2083,10.0864057540894,901,1.48
"sm184",-27.04528611,-49.09931667,"Serra do Mar coastal forests",95.8889195432474,0.05,18.6000003814697,315.702667236328,1669,25.5062046051025,454,5.41
"sm188",-22.69388333,-47.63189444,"Alto Parana Atlantic forest",4.07163852181625,0.063,21,254.98664855957,1235,71.3331069946289,506,0.2
"sm19",-29.66666667,-53.71666667,"Alto Parana Atlantic forest",38.916928234574,0.066,18.8125,393.123413085938,1673,5.71718978881836,229,2.58
"sm193",-22.47444444,-43.00722222,"Serra do Mar coastal forests",80.2431153135079,0.043,17.1833343505859,222.520004272461,1786,61.0993156433105,1316,19.33
"sm196",-29.48697222,-50.201975,"Araucaria moist forests",83.0444549922642,0.052,14.9541664123535,303.640472412109,1989,10.0905437469482,861,2.62
"sm200",-19.975418,-40.53154,"Bahia coastal forests",75.3980247156399,0.111,19.3708343505859,200.674514770508,1326,49.5241241455078,647,0.84
"sm201",-19.97239444,-40.53934444,"Bahia coastal forests",76.6867803786921,0.111,19.3708343505859,200.674514770508,1328,49.3052635192871,627,0.74
"sm202",-19.967537,-40.539663,"Bahia coastal forests",76.6578886352001,0.111,19.3708343505859,200.674514770508,1328,49.3052635192871,633,0.44
"sm203",-19.95408889,-40.58149167,"Bahia coastal forests",70.4948878027836,0.11,19.0666675567627,200.321701049805,1331,49.71337890625,728,1.94
"sm204",-19.95916667,-40.5975,"Bahia coastal forests",68.0589398759598,0.11,18.845832824707,200.084747314453,1341,49.4511451721191,818,2.69
"sm205",-19.96666667,-40.58333333,"Bahia coastal forests",68.0600114692507,0.108,19.0458335876465,199.652618408203,1332,49.5135192871094,715,2.68
"sm206",-19.96666667,-40.58333333,"Bahia coastal forests",69.0465154604753,0.11,19.0458335876465,199.652618408203,1332,49.5135192871094,715,2.68
"sm207",-19.965148,-40.580537,"Bahia coastal forests",69.2574059676159,0.11,19.0750007629395,200.425674438477,1336,49.2735977172852,715,2.68
"sm209",-10.81461944,-37.29133333,"Caatinga",28.2098223227731,0.212,24.6124992370605,131.531631469727,1526,65.1388931274414,93,0.49
"sm213",-22.5632,-42.96504722,"Serra do Mar coastal forests",33.5928915160452,0.12,22.5416660308838,226.031311035156,1396,59.2953033447266,99,0.22
"sm214",-22.56146389,-42.95436944,"Serra do Mar coastal forests",33.9837353249793,0.063,22.779167175293,225.846481323242,1380,58.3028907775879,99,0.14
"sm215",-22.53036944,-42.86142222,"Serra do Mar coastal forests",28.8056266873806,0.023,22.8208332061768,227.430892944336,1318,60.0350914001465,78,0.32
"sm216",-22.54276944,-42.80493889,"Serra do Mar coastal forests",33.9969979212468,0.091,22.7875003814697,226.074462890625,1268,60.4951171875,81,0.18
"sm217",-22.52228889,-42.79176944,"Serra do Mar coastal forests",34.984378652491,0.058,22.7541675567627,227.450881958008,1275,60.7579574584961,93,0.22
"sm218",-22.58190556,-42.90448889,"Serra do Mar coastal forests",20.5062078049289,0.09,22.875,225.010101318359,1320,58.6095657348633,62,0.49
"sm219",-22.588225,-42.86252778,"Serra do Mar coastal forests",23.7991019217285,0.028,22.7374992370605,225.923614501953,1281,59.9166831970215,58,0.1
"sm220",-22.53703611,-42.90727222,"Serra do Mar coastal forests",35.64606622869,0.033,22.8166675567627,224.684967041016,1346,59.4659156799316,88,0.29
"sm221",-22.53914444,-42.83087778,"Serra do Mar coastal forests",28.7926221637519,0.045,23.0041675567627,226.359115600586,1284,59.9028587341309,80,0.26
"sm222",-22.54323611,-42.83827222,"Serra do Mar coastal forests",26.7492750198537,0.154,23.0125007629395,226.436080932617,1283,59.7710609436035,76,0.26
"sm223",-22.46721944,-42.75900556,"Serra do Mar coastal forests",38.4364856237063,0.028,22.8166675567627,228.257568359375,1278,61.1430511474609,120,0.59
"sm224",-22.51120833,-42.87679167,"Serra do Mar coastal forests",52.2676750645681,0.033,22.3333339691162,229.092407226562,1351,61.5079650878906,118,1.56
"sm225",-22.50680278,-42.85708611,"Serra do Mar coastal forests",48.2325251371777,0.033,22.7000007629395,226.464920043945,1321,60.7143478393555,88,0.88
"sm227",-25.1523,-48.25750278,"Serra do Mar coastal forests",87.3205415559424,0.054,21.9875011444092,297.383483886719,2083,46.1240692138672,111,1.28
"sm228",-25.149423,-48.241355,"Serra do Mar coastal forests",88.8880918544235,0.051,21.9916667938232,297.564605712891,2091,46.0950355529785,142,1.13
"sm229",-22.54236944,-42.32699444,"Serra do Mar coastal forests",51.732381954863,0.079,22.2916660308838,226.31266784668,1169,57.5054893493652,64,0.38
"sm230",-22.53337778,-42.32482778,"Serra do Mar coastal forests",55.0067331431945,0.059,22.7250003814697,224.129638671875,1164,56.7088623046875,70,0.64
"sm233",-22.53206944,-42.35631111,"Serra do Mar coastal forests",30.9611518645168,0.04,22.8500003814697,225.217056274414,1166,56.7521057128906,91,0.65
"sm234",-22.52737222,-42.34738611,"Serra do Mar coastal forests",37.5281435112629,0.003,22.8291664123535,224.918762207031,1167,56.6230125427246,88,0.79
"sm24",-27.21083056,-53.89676944,"Alto Parana Atlantic forest",92.8397800852507,0.007,19.3541660308838,388.654174804688,1856,10.7644920349121,347,1.51
"sm240",-15.20638889,-39.16583333,"Bahia coastal forests",73.7961276333147,0.017,23.8250007629395,145.968566894531,1726,10.3623094558716,45,0.21
"sm241",-20.37426667,-40.45941944,"Bahia coastal forests",29.2379384654942,0.127,22.5083332061768,202.35920715332,1257,48.4701194763184,153,0.51
"sm243",-20.36689444,-40.48321667,"Bahia coastal forests",35.8243875826553,0.127,22.8541660308838,201.815155029297,1250,48.6844825744629,152,0.14
"sm245",-20.37916667,-40.46833333,"Bahia coastal forests",29.0715582535752,0.127,22.9291667938232,202.747695922852,1247,48.5623435974121,140,0.51
"sm247",-20.385843,-40.452854,"Bahia coastal forests",28.285827829442,0.262,23.1708335876465,202.500915527344,1256,48.3253936767578,140,0.92
"sm248",-20.774956,-40.602418,"Bahia coastal forests",26.1530428943754,0.43,23.3541660308838,202.00651550293,1139,48.6608200073242,81,2.69
"sm249",-20.77048,-40.605525,"Bahia coastal forests",28.22291682066,0.703,23.3541660308838,202.00651550293,1139,48.6608200073242,81,2.69
"sm252",-28.84298333,-49.76307222,"Serra do Mar coastal forests",36.0193411377042,0.034,18.7583332061768,326.773712158203,1386,20.0822353363037,152,0.34
"sm254",-28.621773,-49.587794,"Serra do Mar coastal forests",75.9970005830182,0.047,17.2916660308838,308.285827636719,1506,21.0706348419189,212,3.95
"sm255",-7.874908,-35.066725,"Pernambuco coastal forests",60.4731197728387,0.141,24.220832824707,112.461280822754,1425,64.1689910888672,111,0.99
"sm256",-13.52531687,-39.03534834,"Atlantic Coast restingas",54.5032276712234,0.004,24.25,125.643783569336,2183,23.016185760498,3,0.09
"sm257",-13.70101,-39.23266611,"Bahia coastal forests",70.4478019671037,0.037,22.9500007629395,132.424942016602,1982,14.7564163208008,161,0.29
"sm258",-13.57885252,-39.70672081,"Bahia coastal forests",77.1568844364018,0.04,21.1499996185303,147.139373779297,1497,12.1036586761475,442,0.61
"sm259",-14.01800265,-39.14331956,"Bahia coastal forests",82.375493305424,0.037,23.7999992370605,129.702453613281,2215,15.7893314361572,77,0.75
"sm260",-13.95282263,-39.45117398,"Bahia coastal forests",70.04029581166,0.037,22.3583335876465,141.306137084961,1711,12.8333511352539,286,1.97
"sm262",-14.42416018,-39.060451,"Bahia coastal forests",74.8732590298906,0.018,23.9791660308838,132.226684570312,2046,18.7027378082275,20,0.44
"sm264",-15.16645801,-39.05979118,"Bahia coastal forests",90.3624678379746,0.021,24.1000003814697,143.336853027344,1827,10.9970464706421,8,0.12
"sm265",-15.19722743,-39.39112172,"Bahia coastal forests",93.9963265731228,0.021,21.0666656494141,149.565032958984,1547,13.4585056304932,141,0.45
"sm266",-15.15521818,-39.52699019,"Bahia coastal forests",45.0603194123958,0.021,22.9833335876465,150.247253417969,1285,19.8806457519531,152,0.44
"sm267",-15.17197271,-39.06116118,"Bahia coastal forests",91.553711715014,0.021,24.25,144.379547119141,1819,10.9895696640015,6,0.12
"sm268",-15.61988985,-39.16129992,"Bahia coastal forests",54.545080968092,0.014,24.1291675567627,157.803955078125,1565,14.699595451355,37,0.23
"sm270",-15.92691691,-39.63588308,"Bahia interior forests",43.5834707358218,0.029,23.3083343505859,161.651031494141,1017,29.7282543182373,87,0.34
"sm271",-16.3243541,-39.12103841,"Bahia coastal forests",72.9444498766348,0.167,23.9500007629395,154.434463500977,1608,22.4633388519287,70,0.21
"sm272",-16.28635659,-39.42411603,"Bahia coastal forests",28.3240118681953,0.22,23.7374992370605,159.147262573242,1276,19.1528434753418,100,0.42
"sm273",-16.59929415,-39.91401896,"Bahia coastal forests",14.2778211310207,0.005,23.2916660308838,158.971603393555,989,30.7275085449219,332,1.05
"sm274",-17.10670621,-39.33979006,"Bahia coastal forests",83.7923561032858,0.418,24.1000003814697,154.919342041016,1304,19.7889080047607,74,0.08
"sm275",-17.29201004,-39.67306776,"Bahia coastal forests",28.2615733634175,0.245,24.095832824707,162.038970947266,1124,24.7378101348877,91,0.21
"sm276",-17.16923531,-39.84181143,"Bahia coastal forests",21.4588665246063,0.092,23.8541660308838,162.920211791992,1113,30.2182769775391,151,1.03
"sm277",-16.51221943,-39.30364943,"Bahia coastal forests",76.5684408668355,0.142,23.8708343505859,151.844085693359,1427,15.4563789367676,76,0.01
"sm278",-23.744156,-46.996624,"Serra do Mar coastal forests",72.5768337411089,0.034,16.7458324432373,239.691635131836,1611,54.64453125,917,0.02
"sm279",-23.67196892,-46.96019254,"Serra do Mar coastal forests",78.8722170428953,0.039,17.1666660308838,240.192459106445,1520,56.9120903015137,894,0.1
"sm280",-23.6827885,-46.94924609,"Serra do Mar coastal forests",82.988156070783,0.039,17.1041660308838,238.036071777344,1534,56.4719314575195,900,0.28
"sm281",-23.71624347,-46.95407762,"Serra do Mar coastal forests",83.5893607583449,0.039,16.9833335876465,238.244857788086,1568,55.8434066772461,915,0.1
"sm29",-23.76944,-46.98306,"Serra do Mar coastal forests",90.2926832860697,0.036,16.6708335876465,240.184158325195,1650,53.8453216552734,917,0.04
"sm30",-23.754534,-46.997475,"Serra do Mar coastal forests",75.3320172528971,0.044,16.7000007629395,240.293365478516,1623,54.5657119750977,917,0.06
"sm31",-23.675093,-46.958716,"Serra do Mar coastal forests",80.5383403880427,0.044,17.0499992370605,238.90852355957,1534,56.4942359924316,906,0.47
"sm32",-23.696822,-46.957689,"Serra do Mar coastal forests",84.9570442807533,0.044,17.0166664123535,237.786514282227,1552,56.0482788085938,910,0.21
"sm33",-23.726054,-46.94513,"Serra do Mar coastal forests",80.3130620105026,0.044,16.7583332061768,238.973495483398,1606,54.8231620788574,917,0.06
"sm34",-23.724651,-46.947166,"Serra do Mar coastal forests",80.8022698163963,0.044,16.8583335876465,238.973495483398,1589,55.486011505127,917,0.06
"sm35",-23.674094,-46.958823,"Serra do Mar coastal forests",79.9405521555323,0.044,17.1666660308838,240.192459106445,1520,56.9120903015137,894,0.1
"sm36",-22.83088056,-46.92725,"Serra do Mar coastal forests",26.9277776919612,0.017,19.6833343505859,228.883987426758,1290,67.2592926025391,680,1.52
"sm41",-19.970871,-40.594827,"Bahia coastal forests",65.9288171672613,0.098,19.1375007629395,199.71711730957,1330,49.7860260009766,748,2.92
"sm43",-23.68899167,-46.96416944,"Serra do Mar coastal forests",84.2396658177457,0.034,16.9375,238.137893676758,1550,56.1921806335449,910,0.27
"sm44",-23.73958333,-47.0743,"Serra do Mar coastal forests",43.6519409084566,0.16,16.7000007629395,242.945938110352,1591,55.379997253418,914,0
"sm45",-23.75428611,-47.10739444,"Serra do Mar coastal forests",51.0572605541439,0.034,16.841667175293,242.935028076172,1586,54.8150939941406,914,0
"sm48",-23.74346111,-47.10865,"Serra do Mar coastal forests",48.5384773775629,0.007,16.9916667938232,243.822143554688,1561,55.4154396057129,914,0
"sm49",-22.58727222,-42.24840556,"Serra do Mar coastal forests",17.2833280425355,0.033,22.9958343505859,223.214721679688,1157,53.9225730895996,44,0.14
"sm50",-22.58262778,-42.24786667,"Serra do Mar coastal forests",20.6525105523105,0,22.966667175293,223.518692016602,1156,54.2540283203125,44,0.15
"sm51",-22.57912778,-42.24458889,"Serra do Mar coastal forests",22.6545448638383,0.007,22.966667175293,223.518692016602,1156,54.2540283203125,44,0.15
"sm52",-22.58306667,-42.24388611,"Serra do Mar coastal forests",19.2348439755143,0.033,22.966667175293,223.518692016602,1156,54.2540283203125,44,0.15
"sm53",-22.58047778,-42.24963056,"Serra do Mar coastal forests",22.7665175712436,0.059,22.966667175293,223.518692016602,1156,54.2540283203125,44,0.15
"sm54",-22.58101111,-42.25525556,"Serra do Mar coastal forests",23.4915178575441,0.059,22.9458332061768,223.255432128906,1152,54.3030471801758,46,0.13
"sm55",-22.57537778,-42.24781389,"Serra do Mar coastal forests",26.2667320045177,0.059,22.966667175293,223.518692016602,1156,54.2540283203125,41,0.12
"sm56",-22.58381944,-42.26030278,"Serra do Mar coastal forests",22.6362620526931,0.059,22.9458332061768,222.163528442383,1155,53.7074317932129,48,0.13
"sm58",-22.583623,-42.26411,"Serra do Mar coastal forests",22.9589757670133,0.032,22.9458332061768,222.163528442383,1155,53.7074317932129,48,0.15
"sm59",-22.33333333,-42.98333333,"Serra do Mar coastal forests",48.4181535785494,0.052,18.0625,228.275421142578,1707,64.2214050292969,1110,3.68
"sm60",-23.569825,-46.93985833,"Serra do Mar coastal forests",27.5345126478106,0.054,18.0874996185303,236.903533935547,1436,59.7723579406738,872,1.65
"sm65",-20.43915,-42.493506,"Bahia interior forests",19.0303944789338,0.021,19,234.035736083984,1334,73.9377670288086,907,0.03
"sm75",-29.47773333,-50.215825,"Araucaria moist forests",72.5304896906703,0.052,15.1416664123535,305.345062255859,1978,10.2070903778076,903,4.46
"sm78",-8.991496,-35.838573,"Pernambuco coastal forests",34.4695957599664,0.161,22.1375007629395,130.577819824219,1680,58.7871284484863,407,1.34
"sm79",-8.762645,-35.914168,"Pernambuco interior forests",16.0766235878751,0.232,21.595832824707,139.666122436523,1175,62.9533348083496,485,1.56
"sm80",-8.676571,-35.827059,"Pernambuco interior forests",19.4547451823572,0.336,22.3500003814697,133.960647583008,1222,60.8040618896484,283,2.44
"sm81",-8.748206,-35.900165,"Pernambuco interior forests",21.9802006042007,0.144,20.8791656494141,140.250717163086,1080,64.0266876220703,477,1.48
"sm82",-8.714868,-35.842889,"Pernambuco interior forests",25.7687371588799,0.29,20.5,137.6259765625,1109,63.1462783813477,411,2.32
"sm83",-8.190461,-35.078906,"Pernambuco coastal forests",14.6363819167171,0.067,24.2666664123535,109.302185058594,1220,62.3215179443359,103,0.4
"sm84",-8.201313,-35.072244,"Pernambuco coastal forests",16.9085953386833,0.021,24.2916660308838,108.226058959961,1265,63.0491981506348,85,0.44
"sm85",-8.230258,-35.058674,"Pernambuco coastal forests",22.4704915284205,0.084,24.3333339691162,106.137390136719,1332,62.5660591125488,55,0.49
"sm86",-8.22305,-35.05638,"Pernambuco coastal forests",22.2757302035891,0.084,24.3083324432373,106.682029724121,1328,63.0452995300293,55,0.74
"sm88",-23.33283611,-44.8332,"Serra do Mar coastal forests",83.1079919401519,0.044,21.8041667938232,233.271759033203,2548,42.0881080627441,383,7.48
"sm89",-23.17711111,-45.37916389,"Serra do Mar coastal forests",22.3767999709053,0.074,18.095832824707,254.83024597168,1388,66.9832305908203,836,0.47
"sm90",-23.21176944,-45.27347778,"Serra do Mar coastal forests",24.8763022986068,0.126,18.0625,254.07698059082,1479,66.0433578491211,856,2.39
"sm92",-23.179634,-45.380366,"Serra do Mar coastal forests",21.629037375378,0.074,18.095832824707,254.83024597168,1388,66.9832305908203,827,0.47
"sm93",-23.216409,-45.275524,"Serra do Mar coastal forests",25.9199889800788,0.126,18.1666660308838,253.873031616211,1471,66.1106491088867,855,2.92
"sm94",-24.17272778,-48.33373056,"Araucaria moist forests",81.3517139215404,0.035,18.1041660308838,296.007202148438,1336,49.4268760681152,915,0.07
"sm95",-24.17475556,-48.33198056,"Araucaria moist forests",82.9528768497307,0.035,17.7000007629395,296.755187988281,1364,48.5608291625977,915,0.07
"sm96",-24.17816944,-48.3285,"Araucaria moist forests",85.5864624776459,0.035,17.1416664123535,295.133514404297,1409,47.1622314453125,915,0.09
"sm97",-24.18096111,-48.32448889,"Alto Parana Atlantic forest",86.8058706049177,0.035,17.3624992370605,295.051055908203,1398,47.2523345947266,917,0.09
